timestamp,device_id,measurement_value
2025-11-18T11:44:31,8,0.2165
2025-11-18T11:45:31,8,0.263
2025-11-18T11:46:12,8,0.5306
2025-11-18T11:47:12,8,0.6296
2025-11-18T11:48:12,8,0.6369
2025-11-18T11:49:12,8,0.5814
2025-11-18T11:50:12,8,0.5735
2025-11-22T13:37:28,8,0.299
2025-11-22T13:37:37,8,0.3055
2025-11-22T13:38:31,8,0.5863
2025-11-22T13:39:31,8,0.5727
2025-11-22T13:40:31,8,0.5317
2025-11-22T13:50:48,8,0.3269
2025-11-22T14:32:26,8,0.2867
2025-11-22T14:42:26,8,0.3964
2025-11-22T14:52:07,8,0.2548
2025-11-22T14:58:11,8,0.2248
2025-11-22T15:17:41,8,0.3355
2025-11-22T15:27:41,8,0.3825
2025-11-22T15:37:41,8,0.3677
2025-11-22T15:47:41,8,0.4638
2025-11-22T15:57:41,8,0.4421
2025-11-22T16:07:41,8,0.4077
2025-11-22T16:17:41,8,0.3854
2025-11-22T16:27:41,8,0.4116
2025-11-22T16:37:41,8,0.3759
2025-11-22T16:47:41,8,0.425
2025-11-22T16:57:41,8,0.3907
2025-11-22T17:07:41,8,0.6651
2025-11-22T17:17:41,8,0.7493
2025-11-22T17:27:42,8,0.6566
2025-11-22T17:37:42,8,0.7643
2025-11-22T17:47:42,8,0.6128
2025-11-22T17:57:42,8,0.7358
2025-11-22T18:07:42,8,0.7087
2025-11-22T18:17:42,8,0.5953
2025-11-22T18:27:42,8,0.551
2025-11-22T18:37:42,8,0.7343
2025-11-22T18:47:42,8,0.5444
2025-11-22T19:16:20,8,0.5706
2025-11-22T19:26:20,8,0.5309
2025-11-22T19:36:20,8,0.5669
2025-11-22T19:46:20,8,0.5532
2025-11-22T19:56:20,8,0.6384
2025-11-22T20:06:20,8,0.697
2025-11-22T20:16:20,8,0.5739
2025-11-22T20:44:55,8,0.5641
2025-11-22T20:54:55,8,0.6433
2025-11-22T21:04:55,8,0.6387
2025-11-22T21:14:55,8,0.6248
2025-11-22T21:24:55,8,0.7167
2025-11-22T21:34:55,8,0.6356
2025-11-22T21:44:55,8,0.5552
2025-11-22T21:54:55,8,0.685
2025-11-22T22:04:55,8,0.6321
2025-11-22T22:14:55,8,0.5725
2025-11-22T22:24:55,8,0.767
2025-11-22T22:34:55,8,0.6763
2025-11-22T22:44:55,8,0.521
2025-11-24T22:03:26,8,0.4844
2025-11-24T22:10:12,8,0.4912
2025-11-24T22:20:12,8,0.5854
2025-11-25T14:40:11,8,0.4868
2025-11-25T14:50:11,8,0.5456
2025-11-25T15:00:11,8,0.3938
2025-11-25T15:10:11,8,0.4969
2025-11-25T15:20:11,8,0.4441
2025-11-25T15:30:11,8,0.4972
2025-11-25T15:40:11,8,0.5561
2025-11-25T15:50:11,8,0.4301
2025-11-25T16:00:11,8,0.5434
2025-11-25T16:10:12,8,0.4064
2025-11-25T16:20:12,8,0.4953
2025-11-25T16:30:12,8,0.5623
2025-11-25T16:40:12,8,0.5667
2025-11-25T16:50:12,8,0.5216
2025-11-25T17:00:12,8,0.8508
2025-11-25T17:10:12,8,0.7445
2025-11-25T17:20:12,8,0.8072
2025-11-25T17:50:33,8,0.8631
2025-11-25T18:00:33,8,0.6083
2025-11-25T18:10:33,8,0.6093
2025-11-25T18:20:33,8,0.6747
2025-11-25T18:30:33,8,0.7997
2025-11-25T18:40:33,8,0.7332
2025-11-25T18:50:33,8,0.6376
2025-11-25T19:00:33,8,0.7352
2025-11-25T19:10:33,8,0.8551
2025-11-25T19:20:33,8,0.7949
2025-11-25T19:30:33,8,0.6513
2025-11-25T19:40:33,8,0.7916
2025-11-25T19:50:33,8,0.6113
2025-11-25T20:00:33,8,0.7397
2025-11-25T20:10:33,8,0.7631
2025-11-25T20:20:33,8,0.6522
2025-11-25T20:30:33,8,0.7899
2025-11-25T20:40:33,8,0.7733
2025-11-25T20:50:33,8,0.8309
2025-11-25T21:00:33,8,0.7522
2025-11-25T21:10:33,8,0.7732
2025-11-25T21:20:33,8,0.7784
2025-11-25T21:30:33,8,0.6359
2025-11-25T21:40:33,8,0.6383
2025-11-25T21:50:33,8,0.7185
2025-11-25T22:00:33,8,0.693
2025-11-25T22:10:33,8,0.6691
2025-11-25T22:20:33,8,0.6116
2025-11-25T22:30:33,8,0.5895
2025-11-25T22:40:33,8,0.8126
2025-11-25T22:50:33,8,0.7586
2025-11-25T23:00:33,8,0.8346
2025-11-25T23:35:11,8,0.7225
2025-11-25T23:45:11,8,0.6369
2025-11-25T23:55:11,8,0.8879
2025-11-26T00:05:11,8,0.4107
2025-11-26T00:15:11,8,0.4193
2025-11-26T00:25:11,8,0.3703
2025-11-26T00:35:11,8,0.3824
2025-11-26T00:45:11,8,0.3014
2025-11-26T00:55:11,8,0.4095
2025-11-26T07:39:21,8,0.3905
2025-11-26T07:49:21,8,0.3946
2025-11-26T07:59:21,8,0.3977
2025-11-26T08:09:21,8,0.3783
2025-11-26T08:19:21,8,0.4316
2025-11-26T08:29:21,8,0.324
2025-11-26T08:39:21,8,0.4249
2025-11-26T08:49:21,8,0.381
2025-11-26T08:59:21,8,0.3761
2025-11-26T09:09:21,8,0.2422
2025-11-30T17:00:57,8,0.6507
2025-11-30T17:10:57,8,0.7749
2025-11-30T17:20:57,8,0.9081
2025-11-30T17:30:57,8,0.5998
2025-11-30T17:40:57,8,0.784
2025-11-30T17:50:57,8,0.6468
2025-11-30T18:00:57,8,0.7567
2025-11-30T18:10:58,8,0.7596
2025-11-30T18:20:58,8,0.7908
2025-11-30T18:30:58,8,0.8168
2025-11-30T18:40:58,8,0.6956
2025-11-30T18:50:58,8,0.7597
2025-11-30T19:00:58,8,0.7723
2025-11-30T19:13:28,8,0.5268
2025-11-30T19:23:28,8,0.5471
2025-11-30T19:33:29,8,0.4872
2025-11-30T19:43:44,8,0.5991
2025-11-30T19:53:44,8,0.6565
