timestamp,device_id,measurement_value
2025-11-18T11:44:31,6,0.4208
2025-11-18T11:45:31,6,0.4703
2025-11-18T11:46:12,6,0.5726
2025-11-18T11:47:12,6,0.5623
2025-11-18T11:48:12,6,0.5164
2025-11-18T11:49:12,6,0.4444
2025-11-18T11:50:12,6,0.5191
2025-11-22T13:37:28,6,0.322
2025-11-22T13:37:37,6,0.6236
2025-11-22T13:38:31,6,0.3278
2025-11-22T13:39:31,6,0.412
2025-11-22T13:40:31,6,0.3381
2025-11-22T13:50:48,6,0.4292
2025-11-22T14:32:26,6,0.5575
2025-11-22T14:42:26,6,0.5298
2025-11-22T14:52:07,6,0.4024
2025-11-22T14:58:11,6,0.3088
2025-11-22T15:17:41,6,0.5241
2025-11-22T15:27:41,6,0.435
2025-11-22T15:37:41,6,0.51
2025-11-22T15:47:41,6,0.4119
2025-11-22T15:57:41,6,0.4485
2025-11-22T16:07:41,6,0.5455
