timestamp,device_id,measurement_value
2025-11-18T11:44:31,11,0.3855
2025-11-18T11:45:31,11,0.3921
2025-11-18T11:46:12,11,0.4679
2025-11-18T11:47:12,11,0.5086
2025-11-18T11:48:12,11,0.4682
2025-11-18T11:49:12,11,0.4865
2025-11-18T11:50:12,11,0.4336
2025-11-22T13:37:28,11,0.2841
2025-11-22T13:37:37,11,0.2891
2025-11-22T13:38:31,11,0.6454
2025-11-22T13:39:31,11,0.4984
2025-11-22T13:40:31,11,0.6687
2025-11-22T13:50:48,11,0.4274
2025-11-22T14:32:26,11,0.331
2025-11-22T14:42:26,11,0.3374
2025-11-22T14:52:07,11,0.5823
2025-11-22T14:58:11,11,0.2922
2025-11-22T15:17:41,11,0.3701
2025-11-22T15:27:41,11,0.3984
2025-11-22T15:37:41,11,0.3973
2025-11-22T15:47:41,11,0.4023
2025-11-22T15:57:41,11,0.3191
2025-11-22T16:07:41,11,0.365
