timestamp,device_id,measurement_value
2025-11-18T11:44:31,9,0.5267
2025-11-18T11:45:31,9,0.5084
2025-11-18T11:46:12,9,0.4079
2025-11-18T11:47:12,9,0.3431
2025-11-18T11:48:12,9,0.4539
2025-11-18T11:49:12,9,0.461
2025-11-18T11:50:12,9,0.4124
2025-11-22T13:37:28,9,0.4031
2025-11-22T13:37:37,9,0.6331
2025-11-22T13:38:31,9,0.4449
2025-11-22T13:39:31,9,0.4831
2025-11-22T13:40:31,9,0.4822
2025-11-22T13:50:48,9,0.4987
2025-11-22T14:32:26,9,0.463
2025-11-22T14:42:26,9,0.4655
2025-11-22T14:52:07,9,0.5561
2025-11-22T14:58:11,9,0.3806
2025-11-22T15:17:41,9,0.6802
2025-11-22T15:27:41,9,0.6414
2025-11-22T15:37:41,9,0.5761
2025-11-22T15:47:41,9,0.5866
2025-11-22T15:57:41,9,0.6509
2025-11-22T16:07:41,9,0.6684
